Item #,Question / Issue / Action,Raised By,Status,Parent Issue (if Cascading),Priority,Area,Type,Topic,"Notes

INCLUDE JOB ID & Customer Name FOR ALL ISSUES","Log URL

Add URL for log on GDrive","Impact

What # of components or records are erroring? Is there a manual workaround?",Orgs,Response,"Jira ID 
(Product Only)",Release,Release Date,EA Critical Issue?,G17 Critical Issue?,Stack,NA EA Stack,EU EA Stack,GSK Stack,Bayer Stack,Novo Stack,Scaling Item,Scaling Stack,# G17 Impacted,# E32 Impacted,# SMB Impacted,Critical Issue?,Date Created,Date Closed,Days Open,Hyperlink,Row
a-Item-65,Push to CRM aborted when trying to delete an end-dated territory whose parent was already end-dated in Align.,Gábor Pankasz,8. Resolved,,3 Low,Align,Issue,Rebuild,"Apr 2: managed to reproduce in instance 262893. Support ticket 1350700 created.
Migration V6000000002A002 (v243.5.20).

Mar 26: to be checked once the instance 262893 is set up: territory NA_MED_DZ to be end-dated

Migration: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V6000000001P004

Support ticket #1336131

The territory got deleted by a workaround but it is not clear why the system was not able to handle this scenario where an active territory NA_MED_DZ had an end-dated territory as parent (NA_MED) and the orgwide push aborted after end-dating NA_MED_DZ. Normally the system should be able to cope with this and delete both the parent and the child territory from CRM when the child record is end-dated.",https://support.veeva.com/hc/en-us/requests/1336131,Pushing the child territory individually resolved the issue so we are unblocked but seeking the root cause because the behavior does not seem to be right.,Bayer - GDO,"- Noticed that this migration ran on an older version (243.2.40). Services to test this on a new version and confirm if this is still an issue.
- Not a migrator issue, hence marking this as closed in the tracker",,,,,,,,,,,,,,1,0,0,,03/04/2025,04/09/2025,36,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=29:29,29
a-Item-88,Align's top territory appears in 1st push log as updated while there was no update in CRM.,Gábor Pankasz,8. Resolved,,3 Low,Align,Issue,Rebuild,"Mar 28: Migration V6000000002A002 (v243.5.20).

The SUCCESSFILE_CRM_TERRITORY_UPDATE_2025-03-27T164109.csv file includes territory VCRZ0000000VPK5 (GLOBAL) as ""Successfully inserted"" while the Last Modified Date of the record in CRM is 2 days earlier - so there was no data change.

Push process: https://sb-bayer-gdv-dev-align.veevavault.com/ui/#object/process_task__aln/A0E000000001003",https://drive.google.com/drive/folders/1oVrpbI6JsXmuETmId4CkQAqsLYVLD_LC,,Bayer - GDO,"- Not a migrator issue, hence marking this as resolved",,,,,,,,,,,,,,1,0,0,,03/29/2025,04/09/2025,11,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=30:30,30
a-Item-35,Data ETL migration failed. There are no logs present for review.,David Pressley,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Customer: Shionogi
Environment ID: 243384
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V6000000001V012

Job ID for task with no log: act-243-2-40:143",,,Shionogi NA,"- The Data ETL successfully ran on 2/7 and was completed. Error files were generated under the User ETL as expected.
- Checked the logs and did not find any obvious issues. Engineering will take a closer look; this may be intermittent. Filed a Jira
- Since the Data ETL is completed, this is NOT A BLOCKER","https://jira.veevadev.com/browse/VCRM-66236

Should be solved by - https://jira.veevadev.com/browse/VCRM-69717",,,,,,,,,,,,,0,1,0,,02/05/2025,02/14/2025,9,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=32:32,32
a-Item-29,No custom Picklists (~60) got migrated.,Gábor Pankasz,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"26 Feb: Confirmed resolved in Bayer migration V60000000022003

Bayer GDV QA
https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V6000000001W004

a-Item-08, a-Item-30

GSK Align VIIV FULL
Vault ID: 251501
https://migrator.veevavault.com/ui/#t/0TB00000000R016/V64/V6400000001Y083

We have other orgs ran with the same version of migrator tool where don't see this issue. 
For example:
GSK Vault CRM Align EU2 TST
Vault ID: 251731
https://migrator.veevavault.com/ui/#t/0TB00000000R016/V64/V6400000001Y084","https://drive.google.com/drive/folders/19wvqFkicni-FtFn4wn3Hn62W5Wa6lfgk
GSK VIIV:
https://drive.google.com/drive/folders/1f6ZZR-gEkeE5AvEGHv_iSpZ_hsZDGNUx?usp=sharing","Picklists can be migrated from the source vault, but there are a lot of cascading effects on objects, PSs, etc.","Bayer - GDO, GSK ViiV","- Deployed a hotfix for resiliency. Additionally, the two duplicate picklist values were added to the ignore list. The Metadata ETL was successfully processed for all GSK migrations","https://jira.veevadev.com/browse/VCRM-64949

Jira for resiliency
https://jira.veevadev.com/browse/VCRM-63317",Align 243.4.10, 6 Feb 25,,,,,,,,,,,2,0,0,,02/04/2025,02/12/2025,8,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=33:33,33
a-Item-31,Concurrent Migrations Runs,Ben,8. Resolved,,1 High,Migrator,Issue,ETL - Data,,,,All,"- Had a dedicated meeting with engineering, plan is to expand to regions and have dedicated pods for larger customers",,,,,,,,,,,,,,,,,,02/04/2025,02/12/2025,8,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=34:34,34
a-Item-43,Import Aborted with errors,David Pressley,8. Resolved,,1 High,Align,Issue,Rebuild,"
1. First import was an incremental import. Error: [ DELTA_CHECK_ACCTTERR_CRM: A fatal error has occurred. ]

2. Second import was a full import run after the incremental import aborted. Error: [ RETRIEVE_CHILD_ACCOUNT_CRM: A fatal error has occurred. ]Migration Details:

ID: V6000000001V012
Align Server Version: v243.4.11
Link:  2025-02-04 Shionogi Vault Align FULL SBX Migration

Align Sandbox Details:

Domain Name: sb-shionogi.com
Vault ID: 243384
Vault Name: Shionogi Align Migration Full Sandbox
Vault Version: 24R3.2
Vault URL: https://sb-shionogi-shionogi-align-migration-full-sandbox.veevavault.com
POD: VV1-1191

1. Link to integration record: Import_1
2. Link to integration record: Import_2
",,,,"- Created a Jira on 2/13. Marked this as critical; will ask engineering to prioritize
- Isolated the issue; this is happening because the Vault CRM Session expires during Align Import. There is a long-term fix for this already going out in 243.5.10 - https://jira.veevadev.com/browse/VALN-3551
- As a short term fix, increased the Vault CRM Session duration to 8 hours - https://platform.veevavault.help/en/lr/14691/#domain-information",https://jira.veevadev.com/browse/VCRM-66611,,,,,,,,,,,,,,,,,02/13/2025,02/20/2025,7,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=35:35,35
a-Item-73,"Received the following error's during the push to CRM indicating that an account which is assigned in Align does not existin CRM, however the CRM has confirmed the accounts do exist. 
",David Pressley,8. Resolved,,1 High,Align,Issue,Rebuild,"Name: 2025-02-26 Shionogi Align Migration Full SBX
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-26 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000023002
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000023002


IS2 Info:
Name: IS-000000462996
Account: CVS Health Corporate Office
Created By: Align Integration
Created Date: 2/28/2025 7:51 PM 
CRM Delete Datetime:
CRM Insert Datetime:
Global ID: 258095_V630000000CC015
ID: V630000000CC015
Last Modified By: Align Integration
Last Modified Date: 2/28/2025 7:51 PM 
Last Sent Date/Time: 2/28/2025 7:51 PM 
Legacy Align Id:
Legacy CRM Record Id:
Link:
Message: Pushing Account Territory A0I00000001J774 failed due to the Account CVS Health Corporate Office not being found in Vault CRM.
Process: INSERT
Product:
Record Status: FAILED
Roster Member:
Status: Active
Target System: CRM
Territory: 110099999
Vault CRM Record ID:

Name: IS-000000462997
Account: Three Crosses Regional Hospital Admin
Created By: Align Integration
Created Date: 2/28/2025 7:51 PM 
CRM Delete Datetime:
CRM Insert Datetime:
Global ID: 258095_V630000000CC016
ID: V630000000CC016
Last Modified By: Align Integration
Last Modified Date: 2/28/2025 7:51 PM 
Last Sent Date/Time: 2/28/2025 7:51 PM 
Legacy Align Id:
Legacy CRM Record Id:
Link:
Message: Pushing Account Territory A0I0000000C8774 failed due to the Account Three Crosses Regional Hospital Admin not being found in Vault CRM.
Process: INSERT
Product:
Record Status: FAILED
Roster Member:
Status: Active
Target System: CRM
Territory: 110099999
Vault CRM Record ID",,,Shionogi NA,"- Notice that the ""Vault CRM Record ID"" for these accounts are blank in Align. As a short-term fix, please populate it manually
- Identified that around 700 records did not have the Vault CRM Record ID populated. And, also noticed that approximately 700 records encountered errors during the initial CRM migration

Following up with Services, they confirmed that these records were not migrated, due to primary parent being an issue.

Hence, Align could not populate the Vault CRM Record ID for these records. Align can only populate the Vault CRM Record ID if CRM migrates these records. If these records were manually created in CRM, Services would also need to manually populate their Vault CRM Record ID field",https://jira.veevadev.com/browse/VCRM-71138,,,,,,,,,,,,,0,1,0,,3/5/2025,03/12/2025,7,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=36:36,36
a-Item-41,Picklist to text fields are not getting updated.,Péter Laky,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Source Vault ID: 7118
Target Vault ID: 254665
Vault Name:GSK Vault CRM Align ViiV TST
Migration ID: V6000000001X016
Data Extract: V64000000021148
Data Transform: V64000000020152
1st Data Load: V64000000021150
2nd Data Load: V64000000021201
Please note that I had to fix some of the data already due to project deadline.
In case of custom fields, which are picklist in CRM but Text in Align, the tool does not update the value on the align records.
I saw this issue when I was checking the Account Criteria records and atleast Accounts, Addresses and Product Metrics are impacted.
For example: Account's custom GSK Status picklist:
Label in Salesforce: Active      API name in Salesforce: Active        Value in Veeva Align's text field: Active             Value on the Rule Criteria record: Active
Label in Vault CRM: Active      API in Vault CRM: active__c              Value in Vault CRM Align's text field: Active      Value on the Rule Criteria record in Vault CRM Align: active__c
By this, the account not applies to the rule anymore and the related account-territory assignments will be end dated.
",https://drive.google.com/drive/folders/1f6ZZR-gEkeE5AvEGHv_iSpZ_hsZDGNUx?usp=sharing,,GSK ViiV,"There are two issues with picklist-to-text mappings:

The rules contain field values as ""abc__c"", whereas the text field itself is migrated as ""abc"" (since Align does not currently perform any queries on field mapping; it simply migrates the field assuming it is a text field, which typically requires no conversion).
This will be fixed by first jira, ensuring that ""__c"" is appended to the ""text"" data - targeted for .21

In the rules, the conversion logic currently appends ""_c"" to all picklist values. However, there is no logic to determine whether the picklist in CRM contains ""c"" or ""v"" values. The issue here is that during the next CRM run, the data will be updated to ""cdev"", but the rules will still reference ""cde_c"", causing a mismatch.
This is a more significant issue and requires querying CRM metadata to determine which values use ""_v"" vs. ""_c"". When we fix this issue, the ""__v"" suffix should be added to both the ""text"" field and the ""rule criteria"" to ensure consistency - planned for 5.30 ","For __c picklists
https://jira.veevadev.com/browse/VCRM-66795

Long Term Fix - https://jira.veevadev.com/browse/VCRM-66065",Align 243.5.30, 27 Mar 25,,,,,,,,,,,1,0,0,,02/13/2025,04/08/2025,54,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=37:37,37
a-Item-81,Push to CRM is aborting,David Pressley,8. Resolved,,1 High,,Issue,,"PUSH_ROSTMEMS_VAULT: A fatal error has occurred. If this issue persists, please contact Align support","Name: 2025-03-13 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-03-13 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration


Link:
https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000027002


https://drive.google.com/file/d/1UR2eOm_lQehsWZqhoE2jj1nvO24co6NO/view?usp=drive_link",,Shionogi NA,"- Filed jira, engineering is looking into this
- This is a VALN Issue. Planned to be fixed in 5.40 - https://jira.veevadev.com/browse/VALN-4038
- The short-term solution is -  to remove the field mapping for Align field mapping for interaction_monthly_goal_c > vpro_interaction_monthly_goal_c. This is the Roster Member Align field mapping 
- Since this is not a migrator issue, but an VALN one, marking this as resolved

",https://jira.veevadev.com/browse/VCRM-74151,,,,,,,,,,,,,0,1,0,,03/22/2025,03/26/2025,4,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=38:38,38
a-Item-72,"Ran a push of a single roster member assigned to a single territory from Align to CRM. The user's territory assignment was duplicated in CRM, in addition the associated My Setup Products were also duplicated.",David Pressley,8. Resolved,,1 High,Align,Issue,Rebuild,"Name: 2025-02-26 Shionogi Align Migration Full SBX
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-26 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000023002
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000023002


RMT Info:
Name: A09000000001237_A0E000000006001
Global ID: 258095_A0O000000001134
ID: A0O000000001134
Legacy Align Id: A0K00000000N001
Roster Member: Fred Hall
Territory: 110099999
Send to CRM: Yes

Territory Product Info:
Name: A08000000001001_A0E000000006001
Global ID: 258095_A0P000000001144
ID: A0P000000001144
Legacy Align Id: A0L000000005001
Legacy Master Align ID: c6a2c9ac-68c6-4e55-bf2d-4a3872c603e2
Master Align ID: 53c73519-720d-4ae0-b8cd-f5b69972a5b4
Product: Fetroja
Send to CRM: Yes
Territory: 110099999",,,Shionogi NA,"For RMT:

- This is fixed in the 5.10 release. The issue was caused because the ""name__v"" field on the RMT object (which is rosterid_territoryid) serves as the unique key for the object. Currently, this field is incorrectly populated with Legacy IDs. After the fix, the CRM push will no longer cause duplicates.
- As a short-term fix, the issue can be addressed immediately by manually updating the ""name__v"" field on the object

For MSP

MSP relies on IS2 records. If an IS2 record with the given Vault CRM Record ID does not exist in CRM, Align will attempt to create it again, which leads to duplicate records. Therefore, we should not delete IS2 records from the target instance unless they have a blank Vault CRM Record ID (which has also been fixed in version 4.40)",https://jira.veevadev.com/browse/VCRM-66592,Align 243.5.10, 13 Mar 25,,,,,,,,,,,0,1,0,,03/05/2025,04/08/2025,34,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=39:39,39
a-Item-53,geography_territory__aln records are created with blank geography_object__aln and territory__aln fields in the target vault causing previews to abort,David Pressley,8. Resolved,,1 High,Align,Issue,Rebuild,"Name: 2025-02-23 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-23 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000021005
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000021005

Second migration run:

Name: 2025-02-25 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-25 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000021006
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000021006",,,Shionogi NA,"- Noticed that many geography records were created by the instance itself rather than through migration. The US country was already active before migration, and the system generated the geography records. As a result, the migration failed for these geographies since duplicate entries cannot be inserted, leading to missing territory fields in related objects—specifically, the geo file in both geo_terr and footprint_geo","https://jira.veevadev.com/browse/VCRM-68618

For missing logs
https://jira.veevadev.com/browse/VCRM-69668
",,,,,,,,,,,,,0,1,0,,02/25/2025,02/28/2025,3,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=40:40,40
a-Item-54,Unable to delete geography_territory__aln records. Error: [This file is no longer available: expired files are purged from the system.],David Pressley,8. Resolved,,1 High,Align,Issue,Rebuild,"Name: 2025-02-23 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-23 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000021005
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000021005

Second migration run:

Name: 2025-02-25 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-25 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000021006
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000021006",,,Shionogi NA,- Caused by a-Item-53,,,,,,,,,,,,,,0,1,0,,02/25/2025,02/28/2025,3,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=41:41,41
a-Item-70,"Data ETL Issues (new Align sandbox)
-1668 Geography records failes to load - geography type = Brick (production) and Postal Code (sbx)
-1 Product record failed - 2 Product records with the same CRM Record ID in Production
-1 Project record failed - Cam is the owner in Production and his user record did not migrate to SBX
",Tara Zibello,8. Resolved,,1 High,Migrator,Action,ETL - Data,"Customer: Otsuka
Migration Name: 2025-03-04 Otsuka CA VCRM Align Med SBX Migration
Migration Record ID: V60000000023007

Vault ID: 242554

TZ Comments: 
The geography records issue fixed
Product and Project issues fixed in Align Source (Production) 20250318","https://drive.google.com/drive/folders/1kfqcHcK6-BshIQ_PMvdC87yF0klPqAZc?usp=drive_link

https://drive.google.com/drive/folders/1kCjVdvIToRh963GNuQFSoLsgOQz7ADqt",Not sure how to address before continueing with SBX setup,Otsuka Canada,"- There are two products with the same ID, hence, one was rejected during migration. Services is fixing this in the source instance (working as designed)
- Geo failed to load because these were manually activated in the target instance (working as designed)
- For Project - The migrator is attempting to move Cam’s user, but since it’s a cross-domain user that is inactive, Vault is throwing an error and preventing the creation of an inactive cross-domain user in the target instance. This is expected Vault behavior and is working as designed — Vault does not support adding domain-inactive users to any Vault instance. There may be a change to this behavior in the future, but there are no definite plans at this time","https://jira.veevadev.com/browse/VCRM-70537

For errors on country object - will be addressed in 5.30
https://jira.veevadev.com/browse/VCRM-69717

",Align 243.5.30, 27 Mar 25,,,,,,,,,,,0,1,0,,03/05/2025,04/03/2025,29,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=42:42,42
a-Item-61,RM start date is a blocker if User Management is not used and RM Start Date is mapped to created_date__v.,Gábor Pankasz,8. Resolved,,1 High,Align,Issue,Rebuild,"RM Start Date is the created date of the record in CRM which is after the Start Date of the RM-Terr record which is getting imported into the model. This causes an error:

roster_member_territory_model__aln Failed to be processed. Reason: SDK_ERROR: Start Datetime cannot be before parent record's Start Datetime.",,Workaround is to modify the Start Date in Align but it can be overwritten from CRM.,"Bayer - GDO, Otsuka Canada","- This issue is being fixed on the user object in the 25R1 release - https://jira.veevadev.com/browse/VCRM-70626
- The short-term solution for this would be to manually update the created_date__v in VCRM 
- Marking this resolved given this is a VCRM issue",,,,,,,,,,,,,,1,1,0,,02/28/2025,03/27/2025,27,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=43:43,43
a-Item-94,Every Roster Member failed due to a tranformation on a custom field,Péter Laky,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Every Roster Member record have failed due to the following reason: Invalid value [usd__c] specified for parameter [core_gsk_currency_iso_code__c] : string exceeds max length [3]
However, In CRM I think this is still kept as USD, not usd__c so the migrator should not transform this either.
Source Vault ID: 12473
Target Vault ID: 254671
Vault Name: GSK Vault CRM Align NA TST
Migration ID: V6000000001Y025
Data Extract: V6400000002D048
Data Transform: V6400000002D053
Data Load: V6400000002F123
Vault CRM instance ID: 255515",https://drive.google.com/file/d/1l2AJIyOgWTcvxamli21_ljkYUkC7Gqv7/view?usp=sharing,No RM record or any other related record have been migrated.,GSK NA,- Migrator looks at the field mapping for picklist to text field conversion. Hence this behavior is expected. The recommendation is to increase the length of the filed post-migration if you need the data to be migrated succesfully,,,,,,,,,,,,,,1,0,0,,04/01/2025,04/03/2025,2,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=44:44,44
a-Item-55,footprint_geography__aln does not have the footprint__aln or geography__aln values populated,David Pressley,8. Resolved,,1 High,Align,Issue,Rebuild,"Name: 2025-02-23 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-23 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000021005
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000021005

Second migration run:

Name: 2025-02-25 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-25 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000021006
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000021006",,,Shionogi NA,- Caused by a-Item-53,,,,,,,,,,,,,,0,1,0,,02/26/2025,02/28/2025,2,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=45:45,45
a-Item-57,"Unable to delete Model Projects. Error: [PROJECT_DELETE_START: A fatal error has occurred. If this issue persists, please contact Align support], This occurs for all projects.",David Pressley,8. Resolved,,1 High,Align,Issue,Rebuild,"Name: 2025-02-23 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-23 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000021005
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000021005

Second migration run:

Name: 2025-02-25 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > 2025-02-25 Shionogi Align Migration Full SBX
Related CRM Migration: Shionogi NA Project > 2025-02-07 Shionogi VCRM 2-7 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
ID: V60000000021006
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000021006",,,Shionogi NA,- Caused by a-Item-53,,,,,,,,,,,,,,0,1,0,,02/26/2025,02/28/2025,2,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=46:46,46
a-Item-64,"Rules Preview Aborting with error: RULE_PREVIEW_PREPARING_RULE_EXECUTION: A fatal error has occurred. If this issue persists, please contact Align support",Brian Magasko,8. Resolved,,1 High,Vault CRM,Issue,Rebuild,"Customer: Taiho
Name: Taiho Align Production Migration
Migrator record ID: V6000000001X042

Vault ID: 255421
Process Task ID: A0E000000001006",,"Unable to run rules in Production, no workaround",Taiho US,"- Issue #1: Same as a-Item-58, the migrator is trying to recreate MAIDs for the account object during delta runs
- Issue #2: The failed preview is due to some Account Territory records not having Accounts assigned. Expected, all parent accounts did not migrate due to name missing or duplicates in external IDs","For sustaining to clear postgres
https://jira.veevadev.com/browse/VCRM-70209

For root cause
https://jira.veevadev.com/browse/VCRM-70167",,,,,,,,,,,,,0,0,1,,03/03/2025,03/05/2025,2,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=47:47,47
a-Item-18,Large number of import errors on Parent HCO failing due to External ID value already existing.  Process Task: https://sb-taihopui-taiho-crm-align-uat.veevavault.com/ui/#object/process_task__aln/A0E000000002001,Brian Magasko,8. Resolved,,1 High,Align,Issue,Rebuild,"Taiho CRM Align
V6000000001T005
Source: crm.integration@taihooncology.com
Target crm.integration@sb-taihopui.com

7 Feb: test in the 3rd environment (Vault ID: 254139) aborted on the same step.  
Link to Process Task: https://sb-taihopui-taiho-align-sbx-migrator-5.veevavault.com/ui/#object/process_task__aln/A0E000000001001

11 Feb: additional context: the import errors we are getting are only happening for accounts/addresses/parent hcos that were migrated...any new accounts created in CRM as a part of testing are importing successfully

18 Feb: see Retest Notes here: a-Item-18 Retest Notes",a-Item-18,,Taiho US,"- Root cause identified. The Source IDs on the Account were incorrectly populated with the Veeva CRM ID instead of the Vault CRM ID. As a result, the import from Vault CRM did not recognize the migrated Parent HCOs as existing records and attempted to recreate all of them, which caused the issue
- Marked as critical, engineering is looking into this
- The issue has been fixed and tested for .20 release

Retest Jira
- Engineering confirmed that you are also encountering the issue due to a timeout (similar to Shionogi). The issue occurs with a full refresh, while the delta works fine. This should be resolved after the 3.5 release when the long-term fix is deployed - https://jira.veevadev.com/browse/VALN-3551
- As a short-term fix, increase the Vault CRM Session duration - https://platform.veevavault.help/en/lr/14691/#domain-information","https://jira.veevadev.com/browse/VCRM-64315

For Retest
https://jira.veevadev.com/browse/VCRM-67121",Align 243.4.20, 13 Feb 25,,,,,,,,,,,0,0,1,,02/07/2025,02/20/2025,13,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=50:50,50
